STATUS,Condition,Respondent,Form Timer ⏱️,Warmup Task Time,Task Time,Tasks Completed,Time Per Task,Quiz Score,Worker ID,How many years of coding experience do you have? ,How many years of python experience do you have? ,How frequently have you written Python code in the last year?,How would you describe your expertise with asynchronous functions in Python?,Have you used the Python Asyncio library before? ,Have you used the Python Trio library before? ,"How much experience do you have using AI coding assistants (such as GitHub Copilot, Claude, ChatGPT, Cursor or similar tools that can generate or suggest code)?",PQ1: What is the primary benefit of using asynchronous programming in Python?,PQ2: What happens when the await keyword is used in an async function?,PQ3: Why is error handling important in asynchronous code?,PQ4: What is a coroutine in Python?,PQ5: What is a Semaphore?,Pre Quiz Async,PQ6: Which of the following correctly downloads and saves a text file from a URL using the requests library? ,PQ7: Consider the following function that attempts to retrieve data by ID. Which of the following code snippets correctly handles exceptions to store results in a dictionary?,Pre Quiz Coding,Timestamp,Do you want a copy of your quiz results to understand how well you've learned the Python Trio library? ,I pledge to NOT use AI for the questions in this quiz,P1: What happens when the await keyword is used in an async function?,Q1,P2: What happens to a parent task when a child task raises an unhandled exception in Trio?,Q2,"P3: Consider this function, how can you spawn this function using nursery.start_soon() and store the results? 

Briefly describe how you would call nursery.start_soon() within a trio.nursery and any modifications to example(), if applicable. ",Q3,"P4: Carefully examine this code snippet, what is the output of this code? ",Q4,P5: Read the following code and identify when each task starts and completes:  [Task 1 - Start],P5: Read the following code and identify when each task starts and completes:  [Task 1 - End],P5: Read the following code and identify when each task starts and completes:  [Task 2 - Start],P5: Read the following code and identify when each task starts and completes:  [Task 2 - End],Q5,P6: Think about which of the tasks will complete. What will you see printed? Select all that apply. ,Q6,"P7: Please select answer ""(A) 0.1s"" ",P8: Review the following asynchronous / concurrent execution code snippet and identify the bug. What will happen instead? ,Q8,"P9: Examine this code snippet, what will this program print? Briefly explain why? ",Q9,P10: The following piece of code attempts to fetch user ids. What is wrong with this code?  ,Q10,P11: Review the following code snippet and identify the bug: ,Q11,P12: This is a simple implementation of a trio parallel task processing. Identify the bug that will raise an error in this code. ,Q12,P13: Your teammate implemented Task 2 differently (see code below). They claim it handles errors because it has a try/except block and stores 'error' in the results. Will their code produce the same results dictionary as your implementation? Why or why not? ,Q13,"P14: When happens in a nursery when you call ""nursery.start_soon()""? What does the ""nursery.start_soon()"" function return? ",Q14,"P15: Briefly explain the role of the ""await"" keyword when coding with Trio: 
What does it do? 
When did you use it in this coding task? 
When should you avoid using it? ",Q15,"How did you use AI tools for the coding task?
Select the option that best describes your experience:",How useful did you find the AI tool (if you used it),What did you use AI Assistance for in this task? ,"When you TYPICALLY code (outside of this task), what percentage of time do ask AI to explain something vs ask AI to generate code? 

(1) 100% explanation - 0% code generation
(2) 80% explanation - 20% code generation
(3) 60% explanation - 40% code generation
(4) 40% explanation - 60% code generation
(5) 20 % explanation - 80% code generation
(6) 0 % explanation - 100% code generation",How much do you feel like you learned from this task? ,How much did you enjoy this learning task? ,How much effort did you use to complete each of the tasks in this study? [Warmup Task],How much effort did you use to complete each of the tasks in this study? [Trio Task ],How much effort did you use to complete each of the tasks in this study? [Post Task Quiz],Did you use AI Assistance for this quiz? ,How long did it take you to complete the quiz? ,What is your current age?,What is the highest level of education that you have completed? ,Are you currently a student? ,In what context do you do most of your programming?,I would prefer complex to simple problems,I like to have the responsibility of handling a situation that requires a lot of thinking,"Select the number ""4""",Thinking is not my idea of fun.,I would rather do something that requires little thought than something that is sure to challenge my thinking abilities. ,Do you have any comments or feedback about this learning task? ,Column 1,Fingerprint - DO NOT EDIT,Have you seen or used Trio before this task? ,I acknowledge that there are 4 sections to the quiz and will try to plan my time accordingly. ,Fingerprint - DO NOT EDIT,Fingerprint - DO NOT EDIT
COMPLETED,AI,RNHT2KDNNDFH,In time (26m 33s),8,21,2,10.5,25.00,RNHT2KDNNDFH,7+ years,7+ years,4 - Regularly (once or twice a week),5 - I have written basic code using asynchronous functions,Yes,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(A) A thread-based function that automatically runs in parallel with other functions,(N) I don't know,3,(A),(C),2,8/7/2025 14:50:02,No,Yes,(D) The function blocks all other operations until the awaited operation completes,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,"You would have to modify example to use a shared dictionary to store the result instead of returning it. You could then spawn the function as per below:

async with trio.open_nursery() as n:
    n.start_soon(example)",2,"Apple, Lemon, Orange",2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,"The code does not use nursery.start_soon to execute process_item concurrently. Instead, it awaits each execution of the process_item, so these will happen synchronously rather than asynchronously.",2,"I think because the code snippet does not await the trio.sleep call meaning execution continues past with waiting, it will print something like: ""*yawn* Going to sleep"", ""Woke up after 0.001 seconds!""",2,"Within the `process_one_user` function, the `data = fetch_data(uid)` is incorret because it does not `await` the call to `fetch_data`. This means execution will continue past without having got the result from `fetch_data`, because `fetch_data` itself is sleeping for 1 second. As a result, I think it will cause an exception be raised? although I am not entirely sure. I don't think you can assign a function call to a dictionary, so it will probably raise a TypeError?",2,There is no `async` keyword in front of the `with trio.open_nursery()...` context creator. This means the code will not execute as this is a syntax issue.,2,"The line `nursery = trio.open_nursery()` is incorrect. You need to use a context creator `async with` otherwise the nursery will not be closed.  I don't know if there is a manual way to close the nursery, but this code is missing this as wel.",2,"No it will not produce the same results. This is because they have not handled the errors correctly, they need the interim function. In this code, as soon as the `raise ValueError` is called in one of the spawned functions, it will raise an error to the parent nursery, which will then trigger the except and print ""ValueError"". The final dict will contain 2 results, one being the first user and the other being the error.",2,It creates a concurrent task I believe (not a thread) which executes in parallel to other spawned functions. The `nursery.start_soon()` returns nothing.,2,It pauses execution in an async function to wait for the line it is used on to complete. I used it when sleeping (letting time pass) and when we needed results from async functions before saving/printing. You should avoid using it on lines that do not require results from async functions.  ,2,5,5,"Generating code, Explaining concepts",5,4,6,Moderate effort,Moderate effort,Moderate effort,No,26,22-25,Bachelor's degree,No,At work as a professional developer,5,4,4,2,1,,,Sgr8rSm_,No,Yes,,
COMPLETED,AI,WPZZTDGM4ZTC,In time (28m 24s),2,15,2,7.5,4.00,WPZZTDGM4ZTC,7+ years,1-3 years,4 - Regularly (once or twice a week),4 - I have run code using asynchronous functions but haven't written any myself,Yes,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(C) The function creates a new thread to handle the awaited operation,(C) Because errors in one async task should not crash the entire application,(N) I don't know,(N) I don't know,3,(A),(B),1,8/7/2025 11:34:05,No,Yes,(D) The function blocks all other operations until the awaited operation completes,0,(N) I don't know,0,i don't know,0,Lemon Orange Apple,0,0s,1.0s,1.5s,2.5s,1,"""Task 1 ending"", ""Task 2 ending"", ""Task 3 ending"", ""Value Error: Task 2 fails"", ""Main complete""",0,(A) 0.1s,i don't know,0,"calls the function broken_double_sleep, which prints ""*yawn* Going to sleep"". It passes value of 3 as x and multiplies 2 * 3 = 6. I'm not familiar with perf_counter from memory so I'm not sure if this changes the final print statement. I would have to look this function up.",0,i don't know,0,i don't know,0,i don't know,0,implemented Task 2 differently from what? Where is the second code to compare?,0,it calls a function asynchronously and returns the result of the function,1,1. it blocks other tasks until this task is finished 2. it is used with a sleep timer in these tasks 3. it should be avoided when pausing execution of the code would be a problem,2,7,7,Generating code,4,1,1,Very little effort,Little effort,High effort,No,28,35-45,Bachelor's degree,No,Freelance/contract work,2,3,4,4,3,,,mxlNITCk,No,Yes,,
COMPLETED,No AI,XYYK2DEGQ3RH,In time (30m 9s),6,31,2,15.5,16.00,XYYK2DEGQ3RH,7+ years,1-3 years,6 - Daily (as part of my regular work/activities),5 - I have written basic code using asynchronous functions,Yes,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",5,(A),(C),2,8/5/2025 19:56:02,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"define a wrapper function that awaits example and stores the result in a shared container, then start the wrapper in the nursery. after the nursery block, the result is accessible.",2,"Apple, Orange, Lemon",0,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,The bug is that all tasks will process the last item in the list and not each item. What will happen is results will contain the result of processing the last item repeated for the number of items.,0,"What will print is ""Woke up after 1.0 seconds!"". This is because only the first trio.sleep is awaited so the function only sleeps for one second.",1,"There is no bug in this code. I could possibly see a concurrency issue if all_data was a list where order mattered, but otherwise, nothing.",0,There is no bug in this code.,0,There is no bug in this code.,0,"The try/except in their code around nursery.start_soon will only schedule the task and doesn't catch exceptions raised inside the async function. If get_user raises an error, it won't be caught and the nursery will cancel all tasks.",2,"It schedules the async function to run as a child task within the nursery. It doesn't return anything, it simply schedules the task.",2,"await is used to pause the execution of the current async function until the await completes, so other tasks can run in the meantime. I used it in the first task. It should not be used on synchronous functions.",3,1,,,2,4,7,Little effort,Moderate effort,Moderate effort,No,30 minutes,31-35,Bachelor's degree,Yes - Advanced Degree,"In school/university courses, Personal projects and hobbies, Freelance/contract work",4,4,4,1,1,,"The try/except in their code around nursery.start_soon will only schedule the task and doesn't catch exceptions raised inside the async function. If get_user raises an error, it won't be caught and the nursery will cancel all tasks.",CRJvHst-,Yes,Yes,,
COMPLETED,No AI,KPMCQKHVCDKE,Late (+ 12m 3s),9,21,2,10.5,19.50,KPMCQKHVCDKE,4-6 years,1-3 years,4 - Regularly (once or twice a week),5 - I have written basic code using asynchronous functions,Yes,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",5,(C),(C),1,8/8/2025 20:39:48,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"To spawn it in a nursery, you would write ""nursery.start_soon(example)"". 

To store the results, you couple simply have an array or another data structure to store it in. Depending on scope, if example() has access to the data structure you want to store it in, you could write:

async def example():
    await trio.sleep(1)
    result = ""Hello World""
    try:
        arr.append(result)
    except:
        arr.append(""error"")


or if it doesn't have the data structure in the scope, you could write:

try:
    arr.append(nursery.start_soon(example)
except:
    arr.append(error)
",2,Apple Lemon Orange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Task 3 ending"", ""Value Error: Task 2 fails"", ""Main complete""",0.5,(A) 0.1s,"The code does not run the function ""process_item"" in a nursery, so it awaits the function's output instead of running it concurrently.",2,"It will print:
*yawn* Going to sleep
""Woke up after 6 seconds!""

This is because it takes in the argument of 3, checks the time before it sleeps, starts the sleep timer, sleeps for double the argument (6 in this case) and then checks the difference in time between when it slept and woke up (6 seconds).",0,"There are no try/catch blocks in this code, making it unsafe. Additionally, the fetch_data function returns a dictionary entry, which process_one_user puts as the value in another dictionary.",0,"Opening the nursery doesnt use async with, only ""with""",2,"Opening the nursery has the wrong syntax, and should be ""async with trio.open_nursery() as nursery""",2,"It will produce the same results dictionary as my implementation because, but not for good reason. This implementation just checks if the result is even or odd, writing ""error"" if its odd and then raising an error. This is not how my implementation is, but the results that my implementation gave just happened to be the same. However, this implementation will have more outputs to the terminal due to the excess ""ValueError""s that it is raising. It also does not check for real errors, manually throwing errors for every odd number.",0,nurser.start_soon() starts the execution of the function in the brackets and then moves onto the next line in the nursery. It does not return anything.,2,"Await in trio calls an async function and then pauses the execution of the current coroutine until that function is completed.
In this coding task it was mainly used for trio.sleep and for implementing the nurseries.
It should be avoided for use of directly calling functions unless you want that function to halt all execution, and should mostly be used for the above reasons.",3,1,,,2,6,7,Little effort,Moderate effort,High effort,No,About 40min,22-25,Bachelor's degree,No,"Personal projects and hobbies, Freelance/contract work",4,4,4,1,3,"The programming tasks were very fun and did a good job of helping me understand how Trio works despite never having used it before. I spent too much time on this quiz, but that was due to my time management. Even if I hadn't spent too much time on the first part, though, it still would have been a tight finish for me in the 30 minute window I think. ","It will produce the same results dictionary as my implementation because, but not for good reason. This implementation just checks if the result is even or odd, writing ""error"" if its odd and then raising an error. This is not how my implementation is, but the results that my implementation gave just happened to be the same. However, this implementation will have more outputs to the terminal due to the excess ""ValueError""s that it is raising. It also does not check for real errors, manually throwing errors for every odd number.",mjBZvyDx,No,Yes,,
COMPLETED,No AI,H3JNV37RDXHE,In time (26m 46s),7,22,2,11,18.50,H3JNV37RDXHE,7+ years,7+ years,4 - Regularly (once or twice a week),6 - I have significant experience writing and debugging asynchronous functions,No,No,5 - I frequently integrate AI coding assistants into my coding workflow for various tasks,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(D) The function blocks all other operations until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(A) A thread-based function that automatically runs in parallel with other functions,(N) I don't know,2,(A),(C),2,8/8/2025 22:41:11,Yes,Yes,(D) The function blocks all other operations until the awaited operation completes,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,"I would first create a nursery using the ""with..."" keyword, and inside call nursery.start_soon(example()). However, to store the result, it may be better to access a variable that both the function creating the nursery and the child function can access.",2,Apple Lemon Orange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Value Error: Task 2 fails""",1.5,(A) 0.1s,"The nursery is not being used to created concurrent processes. Each item in items will pause execution. However, there is also no asynchronous action in process_item(), so the functions should not be annotated as async and no nursery should be used.",2,"This snippet starts a performance timer when the broken_double_sleep function is called. It is called with argument 3, so it will sleep for 6 seconds (2 * 3). Then the sleep time is calculated by subtracting the start time from the end time, printing the difference. The snippet should print ""Woke up after 6 seconds"". However, the output may be slightly different if time.perf_counter() outputs in milliseconds or another format.",0,"The process_one_user() function does not await the fetch_data(uid) call, so it will not pause execution to wait for the result. It will likely pass some kind of promise object to the dictionary at key ""uid"".",2,"The ""Task complete"" text will output before the ""Start"" and ""End"" text outputs.",0,I don't know,0,"The code will not produce the same result, because my code does not print when there is a ValueError, it simply places error in the dictionary at the specified key.",2,"The nursery.start_soon() function schedules an asynchronous task to run, potentially along with other concurrent tasks. The function does not return anything.",2,"When working with Trio, the await keyword stops execution until a function returns. I used it in the private function to obtain the value from another asynchronous function to get user data. It should not be used when multiple function calls can be executed at the same time, so that the code is overall more efficient.",2,1,,,2,6,6,Little effort,High effort,Moderate effort,No,26 minutes,26-30,Master's degree,No,"At work as a professional developer, Personal projects and hobbies, Freelance/contract work",5,5,4,1,1,,"The code will not produce the same result, because my code does not print when there is a ValueError, it simply places error in the dictionary at the specified key.",winZWoNc,No,Yes,,
INCOMPLETE,,2XYRAWFKEXNT,,,,,,,2XYRAWFKEXNT,1-3 years,1-3 years,5 - Frequently (several times a week),3 - I can read code using asynchronous functions and understand what is happening,Yes,No,5 - I frequently integrate AI coding assistants into my coding workflow for various tasks,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(N) I don't know,(N) I don't know,3,(A),(C),2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOMPLETE,,FFGNMNRTMZCK,,,,,,,FFGNMNRTMZCK,7+ years,1-3 years,5 - Frequently (several times a week),4 - I have run code using asynchronous functions but haven't written any myself,Yes,No,5 - I frequently integrate AI coding assistants into my coding workflow for various tasks,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(A) Because async functions cannot use traditional try/except blocks,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(A),(N) I don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOMPLETE,,RAFR27KN4HP7,,,,,,,RAFR27KN4HP7,7+ years,7+ years,5 - Frequently (several times a week),6 - I have significant experience writing and debugging asynchronous functions,Yes,No,6 - I'm proficient with multiple AI coding assistants and use advanced prompting techniques,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(D) The function blocks all other operations until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(N) I don't know,"(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",3,(A),(B),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOMPLETE,,VPPAH33WR9GA,,,,,,,VPPAH33WR9GA,4-6 years,1-3 years,5 - Frequently (several times a week),4 - I have run code using asynchronous functions but haven't written any myself,No,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(D) The function blocks all other operations until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(A),(B),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOMPLETE,,YJ3P367YZ7P3,,,,,,,YJ3P367YZ7P3,7+ years,1-3 years,5 - Frequently (several times a week),3 - I can read code using asynchronous functions and understand what is happening,No,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(C) The function creates a new thread to handle the awaited operation,(N) I don't know,(N) I don't know,"(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",3,(A),(C),2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
